id,suite,category,question,our_answer,auto_score,auto_detail,ground_truth,source,method,tables,trap_note,human_verdict,human_note
L3-Q-XHARD-014,XHARD,Advanced analytics (attribution/cohort/ROI/recall),"ขอวิเคราะห์เคส recall ของ NovaTech laptop NT-LT-001 (battery issue จาก vendor V-002) ให้ครบ 6 ประเด็นนี้ครับ ใช้ข้อมูลใน data lake ทั้งหมด (ตาราง DIM/FACT + เอกสาร) เท่านั้น ไม่ต้องอ้างความรู้นอก data:

(1) recall_status state machine ของ NT-LT-001 มีกี่ transitions และวันที่ของแต่ละ transition คือเมื่อไหร่ (resolve at the recall-history table's transition_date D70 state-machine semantics) ตอบเป็น list ของ (status, date)
(2) recall window เริ่มและจบวันที่เท่าไหร่ (จาก state = 'active' ถึง state = 'completed')
(3) ในช่วง recall window นั้น มี vendor-recall returns ของ NT-LT-001 ทั้งหมดกี่ใบ (filter FACT_RETURN by sku + return_reason ที่ระบุว่าเป็น vendor recall)
(4) ยอด refund ที่จ่ายออกไปสำหรับ vendor-recall returns เหล่านั้นเป็นเงินกี่บาท
(5) **Lost revenue** ของช่วง recall เทียบยอดขาย NT-LT-001 ใน recall window (35 วัน, 2025-09-10 ถึง 2025-10-15) กับ baseline ที่เป็น 35-day window ทันทีก่อน recall start (2025-08-05 ถึง 2025-09-09) เป็นกี่บาท (compute: baseline_revenue - recall_window_revenue)
(6) มี early-warning signals ใน warranty claim data ก่อน recall start (claim_reason ที่บ่งชี้ pre-recall battery concern) ทั้งหมดกี่ claim

ต้องตอบครบทั้ง 6 ข้อ พร้อมตัวเลขที่ตรง","ผลการวิเคราะห์เคส recall ของ NovaTech laptop NT-LT-001 มีรายละเอียดดังนี้ครับ: (1) **recall_status state machine:** มีทั้งหมด 3 transitions ได้แก่ - (normal, 2024-01-01) - (active, 2025-09-10) - (completed, 2025-10-15) (2) **recall window:** เริ่มต้นวันที่ 2025-09-10 และสิ้นสุดวันที่ 2025-10-15 (3) **จำนวน vendor-recall returns:** ทั้งหมด 36 รายการ (4) **ยอด refund ที่จ่ายออกไป:** 1,544,400.00 บาท (5) **Lost revenue:** 2,574,000.00 บาท (คำนวณจาก baseline revenue 6,821,100.00 บาท ลบด้วย recall window revenue 4,247,100.00 บาท) (6) **Early-warning signals:** พบการเคลมการรับประกันที่ระบุปัญหาเกี่ยวกับแบตเตอรี่ก่อนเริ่ม recall ทั้งหมด 25 รายการ",PASS,10/11 key values,"(1) 3 transitions; (2) window 2025-09-10..10-15; (3) 36 vendor-recall returns; (4) refund 1,544,400 บาท; (5) lost revenue = baseline(2025-08-05..09-09) 6,821,100 - recall window 4,247,100 = 2,574,000 บาท; (6) early-warning pre-recall battery claims = 25",recall_history + return + refund + sales_line_item,NT-LT-001 recall 6 pts incl LOST REVENUE (recall window vs prior 35-day baseline) + early-warning claims count,"dim_product_recall_history,fact_return,fact_refund_paid,fact_sales_line_item,fact_warranty_claim",,,
L3-Q-XHARD-015,XHARD,Advanced analytics (attribution/cohort/ROI/recall),"ทีม Quality Risk ขอให้ช่วยทำ retrospective ดูว่า ก่อนที่ NovaTech Powercell X3 (SKU: NT-LT-001) จะถูกประกาศ active recall เมื่อ 2025-09-10 นั้น มี early-warning signal อะไรที่ ""ปรากฏใน data lake แล้ว"" แต่ยังไม่ได้ถูกหยิบขึ้นมาเป็นทางการบ้าง ขอข้อมูล 4 ส่วนนี้ครับ:

(1) **จำนวน claim** ที่บ่งบอกถึง pre-recall battery concern signal ของ NT-LT-001 ที่ปรากฏใน FACT_WARRANTY_CLAIM ก่อนวันที่ recall_status เปลี่ยนเป็น active (จาก dim_product_recall_history) เป็นกี่ claim

(2) **Date range** (วันที่แรกสุด → วันที่ล่าสุด) ของ claim cluster นี้ และ **gap (จำนวนวัน)** ระหว่างวันที่ล่าสุดของ pre-recall claim กับวันที่ recall_status เปลี่ยนเป็น active

(3) **Routing/handling signature ที่แตกต่าง** pre-recall cluster นี้ถูกส่ง route ไปที่ destination ไหน และต่างจาก normal NT-LT-001 warranty claim ใน corpus เดียวกันยังไง (ระบุชื่อ routing destination ทั้งสองค่า) รวมทั้งบอกด้วยว่าใน column ไหนยังมี signature อื่นที่ไม่เหมือน normal claim (เช่น column ที่ค่าว่างของ pre-recall cluster แต่มีค่าใน normal cluster)

(4) **Cross-modal corroboration** ใน customer-facing channel (chat_line_oa) ช่วง window เดียวกัน (2025-07 ถึง 2025-09) มี chat ที่พูดถึง Powercell X3 อยู่บ้างไหม และ tone โดยรวมเป็นอย่างไร เป็น signal ที่ corroborate กับ warranty cluster ไหม (หรือ stable baseline ที่ไม่บ่งบอก spike) ขอประเมินสั้น ๆ พร้อมระบุว่ามี Powercell X3 chats ในช่วง window อย่างน้อยกี่ thread (order-of-magnitude OK) เพื่อให้เห็นว่า product family นี้มี customer engagement ต่อเนื่องไม่ว่าจะมี recall หรือไม่

คำตอบทั้ง 4 ส่วนต้องอ้างจาก public data lake เท่านั้น DIM/FACT tables + customer chats ไม่ใช่ความรู้นอก data หรือ memo/minutes ที่ออกในวัน recall (ซึ่งใน corpus เป็น template-bare และไม่ระบุ recall เป็น subject)","สรุปข้อมูล retrospective สำหรับ NovaTech Powercell X3 (SKU: NT-LT-001) จาก data lake มีรายละเอียดดังนี้ครับ: (1) **จำนวน claim:** พบจำนวนการเคลมที่บ่งบอกถึง pre-recall battery concern signal ใน `FACT_WARRANTY_CLAIM` ก่อนวันที่ 2025-09-10 ทั้งหมด **53 รายการ** (2) **Date range และ Gap:** * **ช่วงวันที่ของ claim cluster:** ตั้งแต่วันที่ **2024-01-29** ถึง **2025-09-09** * **Gap:** ระยะห่างระหว่างวันที่เคลมล่าสุด (2025-09-09) กับวันที่สถานะ recall เปลี่ยนเป็น active (2025-09-10) คือ **1 วัน** (3) **Routing/handling signature:** * **Routing Destination:** * **Pre-recall cluster:** ถูกส่งต่อไปยัง `novatech_service` และ `fahmai_cs` * **Normal NT-LT-001 warranty claim:** ถูกส่งต่อไปยัง `fahmai_cs` เพียงแห่งเดียว * **ความแตกต่างของ signature อื่นๆ:** ไม่พบความแตกต่างในคอลัมน์อื่น (เช่น `claim_amount_thb`, `resolution_type`, `warranty_months`, `customer_type`, `fiscal_year_ce`) โดยทั้งสองกลุ่มมีรูปแบบข้อมูลเหมือนกัน และมีค่าว่าง (null) ในคอลัมน์ `claim_amount_thb` เหมือนกันทั้งหมด (4) **Cross-modal corroboration:** * **การพบข้อมูล:** พบการกล่าวถึง Powercell X3 ใน `chat_line_oa` ช่วงเดือน 2025-07 ถึง 2025-09 ประมาณ **2,000 รายการ (หลักพัน)** ซึ่งแสดงว่ามีการ engagement ของลูกค้าอย่างต่อเนื่อง * **การประเมิน:** โทนโดยรวมเป็นการสอบถามข้อมูลทั่วไป (เช่น เช็กสต็อก, สอบถามสเปก, ขอคืนสินค้าที่ยังไม่แกะ) **ไม่พบข้อมูลที่บ่งชี้หรือยืนยันถึงสัญญาณปัญหาด้านแบตเตอรี่** ในชุดข้อมูลนี้ จึงถือเป็น stable baseline ที่ไม่บ่งบอกถึง spike ของปัญหาที่สอดคล้องกับ warranty cluster",PASS,4/6 key values,"(1) 25 pre-recall 'battery swelling concern' claims; (2) 2025-07-08..2025-09-09, gap 1 วันถึง recall active (09-10); (3) routing pre-recall = novatech_service vs normal 'defect' = fahmai_cs (ต่างกัน); (4) chat_line_oa มี Powercell X3 engagement ต่อเนื่องช่วง 07-09 (corroborate)",fact_warranty_claim + chat_line_oa,"NT-LT-001 pre-recall early-warning cluster: count, date gap to recall-active, routing-signature diff vs normal, chat_line_oa corroboration","fact_warranty_claim,dim_product_recall_history,doc_corpus",,,
L3-Q-XHARD-016,XHARD,Advanced analytics (attribution/cohort/ROI/recall),"Head of CS Ops ขอ refund-cluster shape analysis สำหรับ CS-tier IC agent ที่อยู่ใน support department (dept_code='SUP' + position_level='IC') ของ FahMai เพื่อตรวจดู refund-amount distribution signature ว่าเปลี่ยนแปลงอย่างไรหลังจาก PM1 cutover (DIM_POLICY_VERSION policy_class='signing_authority', effective 2025-02-15 ladder version flip) โดย scope ของ analysis คือ FACT_REFUND_PAID ทุกแถวที่ (a) approver_employee_id เป็น SUP IC slot คนแรก (sort by employee_id ASC) AND (b) cosig_employee_id IS NULL.

รบกวนช่วยทำ refund-amount bucketing ด้วย bucket width = ฿1,000 (โดยใช้ floor-of-amount/1000 ดังนั้น refund 4,250 บาท → bucket [4000, 4999], refund 7,250 บาท → bucket [7000, 7999]) แล้ว split เป็น 2 window ด้วย business_event_date เทียบกับ PM1 effective_date (2025-02-15):
 • pre-PM1 window = business_event_date < 2025-02-15
 • post-PM1 window = business_event_date ≥ 2025-02-15

กรุณา report เป็น 6-tuple ดังนี้:
 (1) pre-PM1 mode-bucket range (ในรูปแบบ '฿X,000–฿X,999' หรือ 'X000-X999')
 (2) pre-PM1 mode-bucket count (จำนวน refund ใน mode-bucket นั้น)
 (3) post-PM1 mode-bucket range
 (4) post-PM1 mode-bucket count
 (5) PM1 policy reference (ระบุ policy_version_id ใหม่ของ signing_authority หลัง 2025-02-15 หรือ refer ถึง policy_class + effective_date เพื่อระบุการเปลี่ยน)
 (6) PM1 effective_date (ISO date)

หมายเหตุประกอบ:
 • หาก SUP IC slot คนแรก (sort by employee_id ASC) ไม่มี refund record ใน FACT_REFUND_PAID, ขอให้ใช้ tiebreak rule = ใช้ SUP IC คนที่มี refund record ที่ approver_employee_id ตรงและ cosig_employee_id IS NULL แทน (ในตอนนี้มี SUP IC เพียงคนเดียวที่ปรากฏเป็น approver ในตาราง refund ดังนั้น slot resolution จะ unique โดยอัตโนมัติ).
 • หาก mode-bucket มี tie (หลาย bucket มี count เท่ากันสูงสุด) ขอให้ report bucket ที่มีค่า refund_amount เฉลี่ยต่ำที่สุด (lower-amount-tie-break) เพื่อความ deterministic.
 • ขอ cross-reference กับ MEMO-PM1-2025-02-15.md (memo announcement ฉบับนี้ confirm boundary date body ไม่ enumerate ladder mechanic แต่ระบุวันประกาศ) แยกจาก MEMO-PM-REFUND-2025-03-15.md (PM-REFUND คือ refund_threshold_thb 2K→5K cutover ที่ effective 2025-03-15 ไม่ใช่ PM1, ห้ามสับสน).
 • Bank-side corroboration: ทุก refund ใน scope นี้มี FACT_BANK_TRANSACTION KBANK-OPER withdrawal companion ที่ description ระบุ 'L1 over-threshold refund payout' ใช้เพื่อยืนยันว่า refund payout เกิดขึ้นจริง (cross-modal).

คำเตือน: agent ที่ bucket mode ของ refund_amount over the entire fiscal window (ไม่ split pre/post PM1) จะได้ mode-bucket ที่ dilute ทั้ง pre + post signature เข้าด้วยกัน เป็น anti-shortcut หลัก. agent ที่ใช้ PM-REFUND boundary (2025-03-15) แทน PM1 boundary (2025-02-15) ก็จะ misplace 2025-03-04 row (5500 บาท) จาก post window ไปอยู่ใน pre window เปลี่ยน partition + เปลี่ยน count.","ผลการวิเคราะห์ refund-cluster shape analysis สำหรับ CS-tier IC agent ในแผนก support (SUP) ของ FahMai มีรายละเอียดดังนี้: (1) pre-PM1 mode-bucket range: ฿4,000–฿4,999 (2) pre-PM1 mode-bucket count: 3 รายการ (3) post-PM1 mode-bucket range: ฿7,000–฿7,999 (4) post-PM1 mode-bucket count: 4 รายการ (5) PM1 policy reference: policy_version_id 6 (policy_class 'signing_authority' effective 2025-02-15) (6) PM1 effective_date: 2025-02-15",PASS,5/5 key values,"(1) pre-PM1 mode-bucket ฿4,000-4,999; (2) count 3; (3) post-PM1 mode-bucket ฿7,000-7,999; (4) count 4; (5) policy_version_id=6 (signing_authority); (6) PM1 effective 2025-02-15",fact_refund_paid EMP-L3-00010 no-cosig + PM1,"refund-amount bucketing (B1000 width) for SUP/IC slot, split pre/post PM1 (2025-02-15); mode-bucket each + policy ref","fact_refund_paid,dim_policy_version,fact_bank_transaction",use PM1 2025-02-15 NOT PM-REFUND 2025-03-15,,
L3-Q-XHARD-017,XHARD,Multi-table join + enrich,"ทีม Sales Strategy ของฟ้าใหม่กำลังออกแบบ B2B subscription pilot program สำหรับลูกค้า enterprise โจทย์: ระบุลูกค้า B2B ที่เป็น ""top-spending account"" ของบริษัทตั้งแต่เริ่ม operate ถึงปัจจุบัน (all-time, ทุกปีรวมกัน ไม่ใช่ปีล่าสุดเพียงปีเดียว) เพื่อใช้เป็น anchor account ของ pilot. ขอข้อมูล 3 ส่วนตามนี้ครับ:

(1) **customer_id ของลูกค้า B2B ที่มียอดซื้อรวมตลอดอายุการเป็นลูกค้า (sum ของ FACT_SALES.net_total_thb ทั้งหมด ไม่จำกัดปี) สูงสุดเป็นอันดับ 1** ในฐานข้อมูล (กรอง is_b2b=true). ขอ customer_id (รูปแบบ CUST-L3-B2B-XXXXXX) พร้อมยอดรวมทั้งหมด (THB)

(2) **SKU หลัก (top SKU) ที่ลูกค้ารายนี้ซื้อมากที่สุด** เมื่อจัดอันดับ line_total_thb (sum) ตาม sku_id จาก FACT_SALES_LINE_ITEM ของลูกค้ารายนี้ ขอ sku_id และชื่อ brand_family + category ตาม DIM_PRODUCT เพื่อยืนยัน product identity

(3) **จำนวน distinct calendar months ที่ลูกค้ารายนี้มีรายการซื้อ (transactional months active)** นับ distinct YYYY-MM ของ FACT_SALES.business_event_date ทั้งหมดของลูกค้ารายนี้ (ลูกค้าอาจมีเดือนที่ไม่มีกิจกรรม ไม่นับเดือนว่าง). ใช้ตัวเลขนี้เพื่อประเมินความต่อเนื่องของลูกค้าก่อนชวนเข้าโปรแกรม subscription รายเดือน

ข้อสำคัญ: คำถามถามถึงข้อมูล **all-time / ตลอดอายุ** ของ FACT_SALES ไม่ใช่ปีเดียว. หากกรองเฉพาะปี 2024 ผลที่ได้จะเป็นคนละลูกค้า (ไม่ตรงโจทย์ อันดับลูกค้าที่ใหญ่ที่สุดในปี 2024 เพียงปีเดียวเป็นข้อมูล supporting context เท่านั้น ไม่ใช่ gold). ขอกรองเฉพาะ B2B (is_b2b=true) ตลอดข้อมูลทั้งหมดในระบบ.","ข้อมูลลูกค้า B2B ที่เป็น top-spending account ของบริษัทมีรายละเอียดดังนี้ครับ: (1) **ลูกค้า B2B ที่มียอดซื้อรวมสูงสุดตลอดอายุการเป็นลูกค้า**: - customer_id: CUST-L3-B2B-000200 - ยอดรวมทั้งหมด: 25,867,541.20 บาท (2) **SKU หลักที่ลูกค้ารายนี้ซื้อมากที่สุด**: - sku_id: NT-LT-001 - brand_family: NovaTech - category: laptop (3) **จำนวนเดือนที่มีรายการซื้อ (transactional months active)**: - 19 เดือน",PASS,6/7 key values,"CUST-L3-B2B-000200 (25,867,541 บาท all-time); top SKU NT-LT-001 (NovaTech/laptop, 18,300,301); active 19 เดือน",v_sales B2B all-time + line_item + months,B2B all-time top-spender (sum net); top SKU (line_total) + product; distinct active YYYY-MM,"fact_sales,fact_sales_line_item,dim_product","all-time, not 2024-only",,
L3-Q-XHARD-018,XHARD,Advanced analytics (attribution/cohort/ROI/recall),"ทีม Pricing & Revenue ของฟ้าใหม่ตั้งโจทย์ post-mortem ของไตรมาส 4/2568 มี SKU หนึ่งใน catalog ที่ ""ยอดขายในหน่วย (units sold) พุ่งขึ้นมหาศาลในเดือนเดียวจน outlier ชัดเจน แต่ราคา per-unit ในเดือนนั้นกลับถูกตัด deep discount ลงไป"" ทำให้เกิดสถานการณ์ classic ของ Theory shape #3 (volume up, revenue per unit down). โจทย์: ใช้ FACT_SALES_LINE_ITEM + DIM_PRODUCT (พร้อม cross-reference FACT_SALES เพื่อยืนยัน txn identity) ตอบ 2 ส่วนตามนี้ครับ

(1) **ระบุ sku_id ของสินค้า** (รูปแบบ NT-LT-XXX, SF-XX-XXX, AW-XX-XXX, DN-LT-XXX, WK-SW-XXX, SKU-MASS-XXX, ฯลฯ) ที่มีพฤติกรรมข้างต้นในปี 2025 เกณฑ์: หนึ่งเดือนปฏิทินที่ยอดขายในหน่วย (sum quantity) ของ SKU นั้นสูงกว่าค่าเฉลี่ยรายเดือนของ SKU เดียวกันในช่วง 12 เดือนก่อนหน้าอย่างน้อย 5 เท่าขึ้นไป AND ในเดือนนั้นมีการบันทึก unit_price_thb ส่วนใหญ่ที่ต่ำกว่า msrp_thb ใน DIM_PRODUCT อย่างมีนัยสำคัญ (>= 25%). ขอชื่อ brand_family + category ตาม DIM_PRODUCT เพื่อยืนยัน product identity ด้วย.

(2) **คำนวณ ""foregone revenue"" (รายได้ที่หายไป) เป็นมูลค่า THB** กรองเฉพาะ line items ของ SKU นั้นในเดือนที่ระบุใน (1) ที่ขายในราคาส่วนลด (unit_price_thb < msrp ใน DIM_PRODUCT) แล้วคิดสูตร: foregone_revenue_THB = SUM[(msrp_thb - unit_price_thb) × quantity] เฉพาะ line items ที่เข้าเงื่อนไขส่วนลดข้างต้น. ขอตัวเลขเดียวเป็นบาท. 

หมายเหตุสำคัญสำหรับการคำนวณ:
- ใช้ **msrp_thb** ใน DIM_PRODUCT (ตาราง structured master) เป็น price anchor ไม่ใช่ราคาที่ระบุในเอกสาร product KB (`public/docs/l1_kb/products/`) ซึ่งอาจมีค่าต่างกัน (data drift ระหว่าง KB doc กับ master table เป็น quirk ของ corpus). หาก answer ใช้ราคา KB-doc แทน msrp_thb จะได้คำตอบคนละค่า ขอ anchor ที่ DIM_PRODUCT ตาม schema convention.
- ไม่ต้องหัก line_discount_thb เพิ่ม (อยู่ที่ 0 สำหรับเคสที่ระบุอยู่แล้ว discount ถูก embed ลงใน unit_price_thb โดยตรง).
- เดือนที่ระบุใน (1) ควรเป็นเดือนของปี 2025 กรองด้วย business_event_date เพื่อความชัดเจน.

ต้องการคำตอบเป็น 2-tuple: (sku_id + brand_family + category, foregone_revenue_THB).","(1) sku_id: NT-LT-001, brand_family: NovaTech, category: laptop (2) foregone_revenue_THB: 8,597,998.80 บาท",REVIEW,2/7 key values,"NT-LT-001 (NovaTech/laptop), เดือน 2025-12 (5.2x avg, 85% ต่ำกว่า MSRP); foregone revenue ≈ 8,597,999 บาท",fact_sales_line_item + dim_product msrp,2025 SKU with month units>=5x trailing-12mo avg AND unit_price<msrp; foregone_revenue=sum((msrp-price)*qty),"fact_sales_line_item,dim_product",anchor msrp from DIM_PRODUCT not KB doc,,
L3-Q-XHARD-019,XHARD,Advanced analytics (attribution/cohort/ROI/recall),"ฝ่ายการตลาดขอรายงาน ROI ของแคมเปญ SF-LAUNCH-2568 (E5 launch ของ SF-Galaxy-Pro-2568 ในเดือน ก.ค. 2568) แบบ rigorous ตามนโยบายภายในที่ใช้ assumption LTV 12-month rolling window per cohort customer (วัดรายได้ net ที่เกิดขึ้นภายใน 12 เดือนนับจากวันที่ลูกค้า redeem โปรโมชัน หักด้วย refunds ที่ตกในหน้าต่างเดียวกัน) ขอให้ระบุค่าทั้ง 4 ตัวเลขในคำตอบเดียวกัน: (1) จำนวน unique cohort customers หลังจาก dedup phantom redemption (channel = 'app' ที่ share txn_id กับ row offline/online row อื่น), (2) discount cost ทั้งหมดในหน่วย THB หลัง dedup phantom, (3) LTV-12mo net revenue ของ cohort (gross sales - in-window refunds) ใน THB, และ (4) corrected ROI ratio (LTV_net / discount_corrected, ปัดเศษทศนิยม 2 ตำแหน่ง พร้อมหน่วย 'x' หรือ 'เท่า'). Caveat: marketing's headline number (sales / discount = 19.0x) does not reflect either correction; show your work and flag the gap between the headline and the corrected figure.","รายงาน ROI ของแคมเปญ SF-LAUNCH-2568 ตามนโยบาย LTV 12-month rolling window มีรายละเอียดดังนี้: (1) จำนวน unique cohort customers (หลัง dedup phantom redemption): 39 ราย (2) Discount cost ทั้งหมด (หลัง dedup phantom): 143,505.00 บาท (3) LTV-12mo net revenue ของ cohort: -334,000.00 บาท (4) Corrected ROI ratio: -2.33 เท่า (คำนวณจาก -334,000.00 / 143,505.00) **ข้อสังเกต:** ตัวเลข ROI ที่ฝ่ายการตลาดระบุไว้เบื้องต้น (19.0x) มีความแตกต่างจากค่าที่คำนวณได้จริงอย่างมาก เนื่องจากตัวเลขดังกล่าวไม่ได้คำนวณการหักลบรายการ phantom redemption และไม่ได้ใช้เกณฑ์ LTV-12mo net revenue (ซึ่งในกรณีนี้มีค่าเป็นลบ) ตามนโยบายภายในที่กำหนด",PASS,5/7 key values,"(1) cohort 39 unique (dedup phantom 4); (2) discount corrected: redemption-dedup 143,505 / FACT_SALES POS-truth 7,542,185 บาท; (3) headline 19.0x (sales/discount) ไม่สะท้อน correction; (4) LTV-12mo: cohort customer_id ของ redemption ไม่ join กับ FACT_SALES (มี refunds แต่ net=0) -> LTV net คำนวณตรงไม่ได้จากข้อมูล [data limitation]",promo_redemption + v_sales + refund,"SF-LAUNCH ROI w/ 12mo LTV cohort: unique cohort post-dedup, discount cost, LTV net (sales-refunds), corrected ROI vs headline 19x","fact_promo_redemption,fact_sales,fact_refund_paid",,,
L3-Q-XHARD-020,XHARD,Advanced analytics (attribution/cohort/ROI/recall),"เราอยากเข้าใจ profile ของ vendor recall ของ NovaTech laptop NT-LT-001 ที่ active ระหว่าง 2025-09-10 ถึง 2025-10-15 ให้ครบทุกมิติ เพื่อทำ post-mortem ส่งให้ Ops + Vendor Management. ขอข้อมูลห้าข้อตามนี้ครับ: (1) จำนวน return rows ทั้งหมดที่ถือว่าเป็น recall (ใช้ return_reason เป็น filter) มีกี่แถว, (2) ยอดเงิน return_amount_thb รวมเป็นเท่าไหร่, (3) มีพนักงานคนเดียว approve ทั้งหมดหรือไม่ ถ้าใช่คือใครและคิดเป็นกี่ % ของ recall rows, (4) recall ถูกจัดการที่กี่สาขา และสาขาไหน, (5) จากข้อมูลใน FACT_RETURN เอง recall window ครอบคลุม days_since_purchase ได้ถึงกี่วัน (ดูว่า value มันเป็น uniform หรือกระจาย). ตอบให้ครบทั้ง 5 ข้อในคำตอบเดียว ถ้าตอบไม่ครบจะถือว่าไม่ผ่าน.","ข้อมูล profile ของ vendor recall สำหรับ NovaTech laptop NT-LT-001 ระหว่างวันที่ 2025-09-10 ถึง 2025-10-15 มีรายละเอียดดังนี้ครับ: (1) **จำนวน return rows ทั้งหมดที่เป็น recall:** 36 รายการ (2) **ยอดเงิน return_amount_thb รวม:** 1,544,400.00 บาท (3) **พนักงานผู้ approve:** มีพนักงานเพียงคนเดียวที่อนุมัติทั้งหมด คือ May Support (EMP-L3-00010) ซึ่งคิดเป็น 100% ของ recall rows (4) **สาขาที่จัดการ recall:** จัดการที่ 1 สาขา คือ BKK-SIAM (FahMai Siam) (5) **Recall window (days_since_purchase):** ครอบคลุมสูงสุด 180 วัน โดยข้อมูลมีลักษณะเป็น Uniform (สม่ำเสมอ) เนื่องจากทุกรายการมีค่าเท่ากันหมดคือ 180 วัน",PASS,7/7 key values,"(1) 36 recall returns; (2) 1,544,400 บาท; (3) ใช่ คนเดียว EMP-L3-00010 = 100%; (4) 1 สาขา = BKK-SIAM; (5) days_since_purchase uniform = 180 วันทุกแถว",fact_return NT-LT-001 recall window,"NT-LT-001 recall profile 5 pts: recall return count, sum amount, single-approver %, branch coverage, days_since_purchase spread","fact_return,dim_employee,dim_branch",,,
L3-Q-REF-001,REF,Refusal (missing data),ขอทราบคะแนน NPS (Net Promoter Score) ของฟ้าใหม่ในไตรมาส 3 ปี 2568 หน่อยครับ ตัวเลขเท่าไหร่ และเป็นบวกหรือลบ,ไม่พบข้อมูลคะแนน NPS ของฟ้าใหม่ในไตรมาส 3 ปี 2568 ในชุดข้อมูล จึงไม่สามารถระบุตัวเลขและสถานะว่าเป็นบวกหรือลบได้,PASS,refusal present,ปฏิเสธ — ไม่มีข้อมูล NPS ใน corpus (ค้นทุก channel รวม report 32 ไฟล์ = 0 ครั้ง),doc_corpus NPS=0,NPS Q3-2568: no NPS table/field in corpus -> canonical refusal,(none / reports),check reports/ first; if absent -> refuse,,
L3-Q-REF-008,REF,Doc + table reconciliation,ก่อนที่จะปรับเงื่อนไขการชำระเงินกับ vendor V-007 จาก NET-30 เป็น NET-45 ฝ่าย Finance มีการส่งอีเมลโต้ตอบเจรจาต่อรองกับทาง V-007 ทั้งหมดกี่ฉบับครับ ขอสรุปจำนวนอีเมลและช่วงวันที่เริ่มต้น-สิ้นสุดของ thread การเจรจาด้วย,ไม่พบข้อมูลการเจรจาและจำนวนอีเมลระหว่างฝ่าย Finance กับ vendor V-007 ในชุดข้อมูล รวมถึงไม่พบข้อมูลของ vendor รหัส V-007 และการปรับเงื่อนไขการชำระเงินเป็น NET-45 ในระบบครับ,PASS,refusal present,ไม่พบ email เจรจา V-007 (V-007 ไม่อยู่ใน dim_vendor; email mention V-007 = 0) → ตอบไม่ได้,doc_corpus email V-007=0,count V-007 NET-30->NET-45 negotiation emails + thread start/end dates,doc_corpus(email),doc retrieval (email channel),,
L3-Q-REF-019,REF,Doc + table reconciliation,ทีม Audit ภายในกำลังตรวจ trail ของ over-threshold refund cluster (L1 CS goodwill-return ที่อนุมัติเกินเกณฑ์) ครับ มีคนชี้ว่าใน LINE OA วันที่ 1 เมษายน 2567 (2024-04-01) มีลูกค้าทักเข้ามาเกี่ยวกับเคสกลุ่ม L1 นี้แล้ว ขอเช็คหน่อยว่า chat session ดังกล่าวคือเลข chat_session_id อะไร (รูปแบบ CHAT-LO-2024-04-01-xxxxxx) ใครเป็น CS agent ที่รับเคส และเนื้อหา agent ระบุยอดอนุมัติเท่าไหร่ครับ อยากเอาไป cross-reference กับ FACT_REFUND_PAID วันเดียวกัน,"ไม่พบ chat_session_id, ชื่อ CS agent และยอดอนุมัติที่ระบุในแชท สำหรับเคส L1 CS goodwill-return over-threshold refund cluster ใน LINE OA วันที่ 1 เมษายน 2567 (2024-04-01) ในชุดข้อมูล",PASS,refusal present,ไม่พบ chat session L1 over-threshold goodwill cluster ที่ตรงวันที่ 2024-04-01 ในข้อมูล (refund วันนั้นทั้งหมดอนุมัติโดย EMP-L3-00005 Finance Manager ไม่ใช่ L1/IC agent; L1 goodwill threads อยู่ตั้งแต่ 2024-04-15) -> refuse,chat_oa 2024-04-01 + fact_refund_paid,find chat_session_id 2024-04-01 (L1 cluster) + CS agent + approved amount; cross-ref refund same day,"doc_corpus(chat_oa),fact_refund_paid",,,
L3-Q-REF-021,REF,Refusal (missing data),"ก่อนนำเสนอบอร์ดวันพรุ่งนี้ ผมอยากเช็คตัวเลขให้แน่ใจอีกครั้งครับ คะแนน NPS (Net Promoter Score) ของฟ้าใหม่ในไตรมาส 4 ปี 2568 (Q4 FY2025) ผมจำได้คร่าวๆ ว่าอยู่ราวๆ +50 ใช่ไหมครับ รบกวนช่วยยืนยันตัวเลขที่แน่นอนหน่อย ว่าเป็น +50, +48, +52 หรือเลขอะไรในช่วงนั้นกันแน่ครับ",ไม่พบข้อมูลคะแนน NPS (Net Promoter Score) ของฟ้าใหม่ในไตรมาส 4 ปี 2568 (Q4 FY2025) ในชุดข้อมูล,PASS,refusal present,ปฏิเสธ — ไม่มี NPS; และไม่ยืนยันตัวเลข +50 ที่ผู้ถามเดา (anti-anchoring),doc_corpus NPS=0,NPS Q4-2568 (asker guesses +50): no NPS -> refuse; do NOT confirm the guessed number,(none / reports),anti-anchoring,,
